Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2017,TX,19160,"Tri-County Electric Coop, Inc",SWPP,AC,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,0.010,0.000,0.000,0.000,0.010,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2017,TX,19490,United Electric Coop Service Inc - (TX),ERCO,AC,1.066,0.325,.,.,1.391,159,13,.,.,172,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,637.509,4.300,.,.,641.809,0.085,0.021,.,.,0.106,40,5,.,.,45,42.867,0.000,.,.,42.867,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.151,0.346,0.000,0.000,1.497,199,18,0,0,217,680.376,4.300,0.000,0.000,684.676
2017,TX,19579,Upshur Rural Elec Coop Corp,SWPP,AC,0.329,.,.,.,0.329,31,.,.,.,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,183.331,.,.,.,183.331,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.329,0.000,0.000,0.000,0.329,31,0,0,0,31,183.331,0.000,0.000,0.000,183.331
2017,TX,19806,"Victoria Electric Coop, Inc",ERCO,AC,0.048,.,.,.,0.048,6,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24.981,.,.,.,24.981,0.100,.,.,.,0.100,5,.,.,.,5,7.251,.,.,.,7.251,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.148,0.000,0.000,0.000,0.148,11,0,0,0,11,32.232,0.000,0.000,0.000,32.232
2017,TX,20230,Weatherford Mun Utility System,ERCO,AC,0.059,0.057,.,.,0.116,12,3,.,.,15,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.059,0.057,0.000,0.000,0.116,12,3,0,0,15,0.000,0.000,0.000,0.000,0.000
2017,TX,20948,Wise Electric Coop Inc,ERCO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.371,.,.,.,0.371,1,.,.,.,1,.,.,.,.,0.000,0.247,.,.,.,0.247,1,.,.,.,1,38.000,.,.,.,38.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.618,0.000,0.000,0.000,0.618,2,0,0,0,2,38.000,0.000,0.000,0.000,38.000
2017,TX,28604,Kerrville Public Utility Board,ERCO,DC,0.195,0.072,.,.,0.267,27,8,.,.,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.195,0.072,0.000,0.000,0.267,27,8,0,0,35,0.000,0.000,0.000,0.000,0.000
2017,TX,55937,Entergy Texas Inc.,MISO,DC,3.186,0.458,0.150,.,3.794,406,25,1,.,432,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.013,.,.,.,0.013,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.199,0.458,0.150,0.000,3.807,410,25,1,0,436,0.000,0.000,0.000,0.000,0.000
2017,TX,99999,Adjustment 2017,ERCO,,-14.657,-3.845,0.000,0.000,-18.502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-14.657,-3.845,0.000,0.000,-18.502,.,.,.,.,.,.,.,.,.,.
2017,TX,99999,Adjustment 2017,MISO,,-0.556,-0.080,-0.026,.,-0.662,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.556,-0.080,-0.026,.,-0.662,.,.,.,.,.,.,.,.,.,.
2017,UT,2010,City of Bountiful,PACE,DC,1.320,0.086,0.000,0.000,1.406,194,6,0,0,200,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.320,0.086,0.000,0.000,1.406,194,6,0,0,200,0.000,0.000,0.000,0.000,0.000
2017,UT,2220,Brigham City Corporation,PACE,AC,0.347,0.060,.,.,0.407,63,1,.,.,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.347,0.060,0.000,0.000,0.407,63,1,0,0,64,0.000,0.000,0.000,0.000,0.000
2017,UT,5862,"Empire Electric Assn, Inc",WACM,DC,0.034,0.019,.,.,0.053,5,1,.,.,6,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.034,0.019,0.000,0.000,0.053,5,1,0,0,6,0.000,0.000,0.000,0.000,0.000
2017,UT,6957,"Garkane Energy Coop, Inc",WACM,DC,0.315,0.660,.,.,0.975,61,15,.,.,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,232.462,437.713,.,.,670.175,0.009,0.002,.,.,0.011,4,1,.,.,5,.,.,.,.,0.000,.,0.240,.,.,0.240,.,3,.,.,3,.,.,.,.,0.000,0.324,0.902,0.000,0.000,1.226,65,19,0,0,84,232.462,437.713,0.000,0.000,670.175
2017,UT,8366,Heber Light & Power Company,PACE,AC,0.897,0.194,.,.,1.091,138,3,.,.,141,0.021,.,.,.,0.021,7,.,.,.,7,.,.,.,.,0.000,.,.,.,.,0,80.630,.,.,.,80.630,0.005,.,.,.,0.005,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.902,0.194,0.000,0.000,1.096,140,3,0,0,143,80.630,0.000,0.000,0.000,80.630
2017,UT,9128,Hurricane City Power,PACE,AC,0.212,.,.,.,0.212,47,.,.,.,47,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,126.478,.,.,.,126.478,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.212,0.000,0.000,0.000,0.212,47,0,0,0,47,126.478,0.000,0.000,0.000,126.478
2017,UT,9163,Hyrum City Corporation,PACE,AC,0.020,.,.,.,0.020,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.000,0.000,0.000,0.020,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2017,UT,10063,Kaysville City Corporation,PACE,AC,1.143,0.325,.,.,1.468,167,2,.,.,169,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.143,0.325,0.000,0.000,1.468,167,2,0,0,169,0.000,0.000,0.000,0.000,0.000
2017,UT,10879,Lehi City Corporation,PACE,DC,1.295,0.063,.,.,1.358,227,3,.,.,230,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.295,0.063,0.000,0.000,1.358,227,3,0,0,230,0.000,0.000,0.000,0.000,0.000
2017,UT,11135,City of Logan - (UT),PACE,AC,1.181,0.598,.,.,1.779,128,12,.,.,140,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.181,0.598,0.000,0.000,1.779,128,12,0,0,140,0.000,0.000,0.000,0.000,0.000
2017,UT,12866,Moon Lake Electric Assn Inc,WACM,AC,0.136,0.020,0.000,.,0.156,20,2,0,.,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.913,0.000,0.000,.,17.913,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.136,0.020,0.000,0.000,0.156,20,2,0,0,22,17.913,0.000,0.000,0.000,17.913
2017,UT,13137,City of Murray - (UT),PACE,AC,0.550,0.660,.,.,1.210,101,8,.,.,109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.550,0.660,0.000,0.000,1.210,101,8,0,0,109,0.000,0.000,0.000,0.000,0.000
2017,UT,14354,PacifiCorp,PACE,DC,163.416,44.845,5.143,0.000,213.404,"26,428",844,71,0,"27,343",.,0.500,.,.,0.500,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.145,0.031,0.000,0.000,0.176,44,9,0,0,53,.,.,.,.,0.000,0.074,0.349,0.003,0.000,0.426,14,10,1,0,25,.,.,.,.,0.000,163.635,45.225,5.146,0.000,214.006,"26,486",863,72,0,"27,421",0.000,0.000,0.000,0.000,0.000
2017,UT,14600,Payson City Corporation,PACE,DC,0.586,.,.,.,0.586,101,.,.,.,101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.588,0.000,0.000,0.000,0.588,103,0,0,0,103,0.000,0.000,0.000,0.000,0.000
2017,UT,15444,Provo City Corp,PACE,AC,2.416,0.224,0.000,0.000,2.640,403,11,0,0,414,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.416,0.224,0.000,0.000,2.640,403,11,0,0,414,0.000,0.000,0.000,0.000,0.000
2017,UT,17732,Spanish Fork City Corporation,PACE,DC,0.704,0.030,.,.,0.734,124,2,0,0,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0.000,0,0,0,0,0,.,.,.,.,0.000,0.704,0.030,0.000,0.000,0.734,124,2,0,0,126,0.000,0.000,0.000,0.000,0.000
2017,UT,17845,City of Springville - (UT),PACE,AC,0.750,.,.,.,0.750,135,.,.,.,135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.005,.,.,.,0.005,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.755,0.000,0.000,0.000,0.755,137,0,0,0,137,0.000,0.000,0.000,0.000,0.000
2017,UT,17874,City of St George,PACE,DC,1.165,1.100,0.000,0.000,2.265,185,23,0,0,208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.165,1.100,0.000,0.000,2.265,185,23,0,0,208,0.000,0.000,0.000,0.000,0.000
2017,UT,18206,Strawberry Electric Serv Dist,PACE,AC,0.440,.,.,.,0.440,68,.,.,.,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,223.067,.,.,.,223.067,0.070,.,.,.,0.070,14,.,.,.,14,1.629,.,.,.,1.629,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.510,0.000,0.000,0.000,0.510,82,0,0,0,82,224.696,0.000,0.000,0.000,224.696
2017,UT,20135,City of Washington - (UT),PACE,AC,0.568,0.048,0.000,0.000,0.616,71,2,0,0,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.568,0.048,0.000,0.000,0.616,71,2,0,0,73,0.000,0.000,0.000,0.000,0.000
2017,UT,40165,"Dixie Escalante R E A, Inc",PACE,DC,0.202,0.078,.,.,0.280,31,2,.,.,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116.181,68.157,.,.,184.338,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.202,0.078,0.000,0.000,0.280,31,2,0,0,33,116.181,68.157,0.000,0.000,184.338
2017,UT,99999,Adjustment 2017,PACE,,-29.419,-8.058,-0.897,0.000,-38.374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-29.419,-8.058,-0.897,0.000,-38.374,.,.,.,.,.,.,.,.,.,.
2017,UT,99999,Adjustment 2017,WACM,,-0.061,-0.118,.,.,-0.179,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.061,-0.118,.,.,-0.179,.,.,.,.,.,.,.,.,.,.
2017,VA,84,A & N Electric Coop,PJM,AC,0.190,0.177,.,.,0.367,30,11,.,.,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.014,.,.,.,0.014,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.204,0.177,0.000,0.000,0.381,36,11,0,0,47,0.000,0.000,0.000,0.000,0.000
2017,VA,733,Appalachian Power Co,PJM,AC,4.071,2.656,0.131,0.000,6.858,696,58,2,0,756,0.394,0.015,0.000,0.000,0.409,67,3,0,0,70,0.000,0.018,0.390,0.000,0.408,0,1,1,0,2,"2,621.273",425.077,290.000,0.000,"3,336.350",0.074,0.040,0.000,0.000,0.114,19,6,0,0,25,22.068,12.027,0.000,0.000,34.095,0.000,1.128,0.000,0.000,1.128,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,4.145,3.842,0.521,0.000,8.508,715,66,3,0,784,"2,643.341",437.104,290.000,0.000,"3,370.445"
2017,VA,1062,BARC Electric Coop Inc,PJM,AC,0.404,.,.,.,0.404,60,.,.,.,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30.326,.,.,.,30.326,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.406,0.000,0.000,0.000,0.406,61,0,0,0,61,30.326,0.000,0.000,0.000,30.326
2017,VA,3291,Central Virginia Electric Coop,PJM,AC,1.103,0.074,.,.,1.177,162,6,.,.,168,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.113,0.074,0.000,0.000,1.187,163,6,0,0,169,0.000,0.000,0.000,0.000,0.000
2017,VA,4117,Community Electric Coop,PJM,AC,0.020,.,.,.,0.020,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.000,0.000,0.000,0.020,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2017,VA,4471,Craig-Botetourt Electric Coop,PJM,DC,0.143,.,.,.,0.143,26,.,.,.,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.143,0.000,0.000,0.000,0.143,26,0,0,0,26,0.000,0.000,0.000,0.000,0.000
2017,VA,4794,City of Danville - (VA),PJM,AC,0.013,0.030,0.030,.,0.073,4,1,1,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.030,0.030,0.000,0.073,4,1,1,0,6,0.000,0.000,0.000,0.000,0.000
2017,VA,6715,City of Franklin - (VA),PJM,AC,0.047,.,.,.,0.047,41,.,.,.,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.047,0.000,0.000,0.000,0.047,41,0,0,0,41,0.000,0.000,0.000,0.000,0.000
2017,VA,8198,City of Harrisonburg - (VA),PJM,AC,0.433,0.434,.,.,0.867,83,15,.,.,98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,317.000,99.000,.,.,416.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.433,0.434,0.000,0.000,0.867,83,15,0,0,98,317.000,99.000,0.000,0.000,416.000
2017,VA,10171,Kentucky Utilities Co,LGEE,DC,0.024,0.012,0.000,0.000,0.036,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,2.090,0.000,0.000,0.000,2.090,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.024,0.012,0.000,0.000,0.036,3,1,0,0,4,2.090,0.000,0.000,0.000,2.090
2017,VA,12260,Mecklenburg Electric Cooperative,PJM,AC,0.082,0.461,.,.,0.543,17,2,.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.082,0.461,0.000,0.000,0.543,17,2,0,0,19,0.000,0.000,0.000,0.000,0.000
2017,VA,13640,Northern Virginia Elec Coop,PJM,AC,1.900,0.920,0.000,0.000,2.820,207,9,0,0,216,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.003,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0,.,.,.,.,0.000,1.900,0.920,0.000,0.000,2.820,207,9,0,0,216,0.003,0.000,0.000,0.000,0.003
2017,VA,13762,"Northern Neck Elec Coop, Inc",PJM,AC,0.277,0.004,.,.,0.281,42,1,.,.,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.004,.,.,.,0.004,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.281,0.004,0.000,0.000,0.285,44,1,0,0,45,0.000,0.000,0.000,0.000,0.000
2017,VA,15410,Prince George Electric Coop,PJM,AC,0.060,.,.,.,0.060,15,.,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.062,0.000,0.000,0.000,0.062,16,0,0,0,16,0.000,0.000,0.000,0.000,0.000
2017,VA,15619,City of Radford - (VA),PJM,DC,0.009,0.030,.,.,0.039,3,2,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.009,0.030,0.000,0.000,0.039,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000
2017,VA,16558,City of Salem - (VA),PJM,AC,0.008,0.100,.,.,0.108,3,1,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.100,0.000,0.000,0.108,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000
2017,VA,17066,Shenandoah Valley Elec Coop,PJM,AC,2.144,0.434,0.189,.,2.767,307,21,4,.,332,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.404,.,.,.,9.404,0.031,.,.,.,0.031,8,.,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.175,0.434,0.189,0.000,2.798,315,21,4,0,340,9.404,0.000,0.000,0.000,9.404
2017,VA,19876,Virginia Electric & Power Co,PJM,AC,13.130,10.121,0.019,0.000,23.270,"2,451",251,1,0,"2,703",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.043,0.072,0.000,0.000,0.115,19,9,0,0,28,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,13.173,10.193,0.019,0.000,23.385,"2,470",260,1,0,"2,731",0.000,0.000,0.000,0.000,0.000
2017,VA,19882,Virginia Tech Electric Service,PJM,AC,0.167,0.108,.,.,0.275,39,4,.,.,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.167,0.108,0.000,0.000,0.275,39,4,0,0,43,0.000,0.000,0.000,0.000,0.000
2017,VA,21244,"Southside Electric Coop, Inc",PJM,DC,1.430,.,.,.,1.430,109,.,.,.,109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.433,0.000,0.000,0.000,1.433,110,0,0,0,110,0.000,0.000,0.000,0.000,0.000
2017,VA,40228,Rappahannock Electric Coop,PJM,AC,2.736,1.404,.,.,4.140,422,28,.,.,450,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.027,.,.,.,0.027,6,.,.,.,6,.,.,.,.,0.000,.,0.839,.,.,0.839,.,1,.,.,1,.,.,.,.,0.000,2.763,2.243,0.000,0.000,5.006,428,29,0,0,457,0.000,0.000,0.000,0.000,0.000
2017,VA,99999,Adjustment 2017,LGEE,,-0.004,-0.002,0.000,0.000,-0.006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.004,-0.002,0.000,0.000,-0.006,.,.,.,.,.,.,.,.,.,.
2017,VA,99999,Adjustment 2017,PJM,,-0.276,-0.005,.,.,-0.281,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.276,-0.005,.,.,-0.281,.,.,.,.,.,.,.,.,.,.
2017,VT,2548,City of Burlington Electric - (VT),ISNE,AC,0.643,0.513,0.038,0.000,1.194,143,19,1,0,163,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.272,0.840,0.000,0.000,1.112,67,52,0,0,119,432.577,939.647,0.000,0.000,"1,372.224",0.000,0.060,0.000,0.000,0.060,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.915,1.413,0.038,0.000,2.366,210,73,1,0,284,432.577,939.647,0.000,0.000,"1,372.224"
