Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2017,SD,99999,Adjustment 2017,SWPP,,-0.022,-0.027,.,.,-0.049,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.022,-0.027,.,.,-0.049,.,.,.,.,.,.,.,.,.,.
2017,TN,10331,Kingsport Power Co,PJM,AC,0.091,0.349,0.000,0.000,0.440,12,9,0,0,21,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,4.432,7.380,0.000,0.000,11.812,0.004,0.000,0.000,0.000,0.004,1,0,0,0,1,0.012,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.095,0.349,0.000,0.000,0.444,13,9,0,0,22,4.444,7.380,0.000,0.000,11.824
2017,TX,1015,Austin Energy,ERCO,AC,31.865,1.911,.,.,33.776,"6,501",215,.,.,"6,716",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,31.865,1.911,0.000,0.000,33.776,"6,501",215,0,0,"6,716",0.000,0.000,0.000,0.000,0.000
2017,TX,1169,Bailey County Elec Coop Assn,SWPP,AC,0.009,.,.,.,0.009,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,5.480,.,.,.,5.480,0.005,.,.,.,0.005,1,.,.,.,1,0.527,.,.,.,0.527,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.014,0.000,0.000,0.000,0.014,2,0,0,0,2,6.007,0.000,0.000,0.000,6.007
2017,TX,1175,"Bandera Electric Coop, Inc",ERCO,DC,1.781,.,.,.,1.781,158,.,.,.,158,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.020,.,.,.,0.020,7,.,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.801,0.000,0.000,0.000,1.801,165,0,0,0,165,0.000,0.000,0.000,0.000,0.000
2017,TX,1273,"Bartlett Electric Coop, Inc",ERCO,AC,0.599,0.000,0.000,0.000,0.599,66,0,0,0,66,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.020,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.619,0.000,0.000,0.000,0.619,72,0,0,0,72,0.000,0.000,0.000,0.000,0.000
2017,TX,1591,"Big Country Electric Coop, Inc",ERCO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.025,.,.,.,0.025,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,0.000,0.000,0.000,0.025,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000
2017,TX,1892,"Bluebonnet Electric Coop, Inc",ERCO,DC,2.139,1.493,.,.,3.632,283,11,.,.,294,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,265.864,.,.,.,265.864,0.076,0.017,.,.,0.093,15,3,.,.,18,0.828,.,.,.,0.828,2.215,1.510,.,.,3.725,298,14,.,.,312,266.692,.,.,.,266.692,4.430,3.020,0.000,0.000,7.450,596,28,0,0,624,533.384,0.000,0.000,0.000,533.384
2017,TX,2049,"Bowie-Cass Electric Coop, Inc",SWPP,AC,0.200,0.148,.,.,0.348,25,4,.,.,29,0.015,.,.,.,0.015,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0,134.789,142.298,.,.,277.087,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.200,0.148,0.000,0.000,0.348,25,4,0,0,29,134.789,142.298,0.000,0.000,277.087
2017,TX,2194,City of Brenham - (TX),ERCO,AC,0.005,.,.,.,0.005,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,0.000,0.000,0.000,0.005,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2017,TX,2409,Brownsville Public Utilities Board,ERCO,AC,0.106,0.181,.,.,0.287,11,4,0,0,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42.670,1.760,0.000,0.000,44.430,.,0.100,.,.,0.100,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.106,0.281,0.000,0.000,0.387,11,5,0,0,16,42.670,1.760,0.000,0.000,44.430
2017,TX,2442,City of Bryan - (TX),ERCO,AC,0.493,0.219,.,.,0.712,86,8,.,.,94,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.493,0.219,0.000,0.000,0.712,86,8,0,0,94,0.000,0.000,0.000,0.000,0.000
2017,TX,3282,"Central Texas Elec Coop, Inc",ERCO,AC,1.259,.,.,.,1.259,141,.,.,.,141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.049,.,.,.,0.049,13,.,.,.,13,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.308,0.000,0.000,0.000,1.308,154,0,0,0,154,0.000,0.000,0.000,0.000,0.000
2017,TX,3470,Cherokee County Elec Coop Assn,ERCO,AC,0.120,.,.,.,0.120,15,.,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,280.000,.,.,.,280.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.120,0.000,0.000,0.000,0.120,15,0,0,0,15,280.000,0.000,0.000,0.000,280.000
2017,TX,4146,Concho Valley Elec Coop Inc,ERCO,AC,0.202,.,.,.,0.202,18,.,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93.553,.,.,.,93.553,0.013,.,.,.,0.013,7,.,.,.,7,0.001,.,.,.,0.001,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.215,0.000,0.000,0.000,0.215,25,0,0,0,25,93.554,0.000,0.000,0.000,93.554
2017,TX,4262,Cooke County Elec Coop Assn,ERCO,AC,0.056,.,.,.,0.056,9,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45.631,.,.,.,45.631,0.034,0.924,.,.,0.958,11,1,.,.,12,3.367,852.480,.,.,855.847,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.090,0.924,0.000,0.000,1.014,20,1,0,0,21,48.998,852.480,0.000,0.000,901.478
2017,TX,4295,Comanche County Elec Coop Assn,ERCO,AC,0.000,.,.,.,0.000,0,.,.,.,0,0.047,.,.,.,0.047,1,.,.,.,1,0.164,.,.,.,0.164,12,.,.,.,12,.,.,.,.,0.000,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,0.000,.,.,.,0.000,0,.,.,.,0,.,.,.,.,0.000,0.169,0.000,0.000,0.000,0.169,13,0,0,0,13,0.000,0.000,0.000,0.000,0.000
2017,TX,4610,City of Cuero - (TX),ERCO,AC,0.010,0.000,0.000,0.000,0.010,2,0,0,0,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.000,0.000,0.000,0.010,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2017,TX,4939,"Deaf Smith Electric Coop, Inc",SWPP,AC,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.172,.,.,.,0.172,7,.,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.175,0.000,0.000,0.000,0.175,8,0,0,0,8,0.000,0.000,0.000,0.000,0.000
2017,TX,4975,Deep East Texas Elec Coop Inc,MISO,AC,0.133,.,.,.,0.133,18,.,.,.,18,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.133,0.000,0.000,0.000,0.133,18,0,0,0,18,0.000,0.000,0.000,0.000,0.000
2017,TX,5063,City of Denton - (TX),ERCO,AC,0.730,0.156,0.029,.,0.915,124,16,2,.,142,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,343.960,40.610,.,.,384.570,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,1.600,.,.,1.600,.,1,.,.,1,.,"11,512.000",.,.,"11,512.000",0.730,1.756,0.029,0.000,2.515,124,17,2,0,143,343.960,"11,552.610",0.000,0.000,"11,896.570"
2017,TX,5078,"Denton County Elec Coop, Inc",ERCO,DC,2.072,0.223,.,.,2.295,320,11,.,.,331,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,014.200",31.970,.,.,"1,046.170",0.058,0.004,.,.,0.062,26,4,.,.,30,21.305,0.017,.,.,21.322,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.130,0.227,0.000,0.000,2.357,346,15,0,0,361,"1,035.505",31.987,0.000,0.000,"1,067.492"
2017,TX,5701,El Paso Electric Co,EPE,AC,15.940,2.684,0.000,0.000,18.624,"3,410",72,0,0,"3,482",0.080,0.008,0.000,0.000,0.088,12,1,0,0,13,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"2,336.713",172.696,0.000,0.000,"2,509.409",0.008,0.048,0.000,0.000,0.056,2,4,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,15.948,2.732,0.000,0.000,18.680,"3,412",76,0,0,"3,488","2,336.713",172.696,0.000,0.000,"2,509.409"
2017,TX,6173,Fannin County Electric Coop,ERCO,AC,0.190,0.033,.,.,0.223,31,1,.,.,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.018,.,.,.,0.018,7,.,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.208,0.033,0.000,0.000,0.241,38,1,0,0,39,0.000,0.000,0.000,0.000,0.000
2017,TX,6182,"Farmers Electric Coop, Inc - (TX)",ERCO,AC,1.400,.,.,.,1.400,167,.,.,.,167,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.172,.,.,.,0.172,47,.,.,.,47,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.572,0.000,0.000,0.000,1.572,214,0,0,0,214,0.000,0.000,0.000,0.000,0.000
2017,TX,6183,"Fayette Electric Coop, Inc",ERCO,DC,0.210,0.026,.,.,0.236,17,1,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.212,0.026,0.000,0.000,0.238,18,1,0,0,19,0.000,0.000,0.000,0.000,0.000
2017,TX,6427,City of Floresville,ERCO,AC,0.460,0.190,.,.,0.650,48,6,.,.,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.460,0.190,0.000,0.000,0.650,48,6,0,0,54,0.000,0.000,0.000,0.000,0.000
2017,TX,6758,City of Fredericksburg - (TX),ERCO,AC,0.007,.,.,.,0.007,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.009,.,.,.,0.009,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.007,0.000,0.000,0.000,0.007,3,0,0,0,3,0.009,0.000,0.000,0.000,0.009
2017,TX,7129,City of Georgetown - (TX),ERCO,AC,1.200,0.150,.,.,1.350,151,14,.,.,165,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.200,0.150,0.000,0.000,1.350,151,14,0,0,165,0.000,0.000,0.000,0.000,0.000
2017,TX,7559,"Grayson-Collin Elec Coop, Inc",ERCO,AC,1.140,.,.,.,1.140,163,.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.160,.,.,.,0.160,23,.,.,.,23,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.300,0.000,0.000,0.000,1.300,186,0,0,0,186,0.000,0.000,0.000,0.000,0.000
2017,TX,7634,City of Greenville - (TX),ERCO,AC,0.059,0.200,0.000,0.000,0.259,10,1,0,0,11,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.059,0.200,0.000,0.000,0.259,10,1,0,0,11,0.000,0.000,0.000,0.000,0.000
2017,TX,7752,Guadalupe Valley Elec Coop Inc,ERCO,AC,6.395,0.097,.,.,6.492,"1,169",17,.,.,"1,186",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,823.851",41.065,.,.,"2,864.916",0.108,0.002,.,.,0.110,25,1,.,.,26,17.121,0.684,.,.,17.805,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.503,0.099,0.000,0.000,6.602,"1,194",18,0,0,"1,212","2,840.972",41.749,0.000,0.000,"2,882.721"
2017,TX,7979,Hamilton County Elec Coop Assn,ERCO,DC,0.431,0.148,.,.,0.579,61,5,.,.,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44.091,.,.,44.091,0.051,.,.,.,0.051,11,.,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.482,0.148,0.000,0.000,0.630,72,5,0,0,77,0.000,44.091,0.000,0.000,44.091
2017,TX,8620,"HILCO Electric Cooperative, Inc.",ERCO,DC,0.281,.,.,.,0.281,50,.,.,.,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.053,.,.,.,0.053,14,.,.,.,14,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.334,0.000,0.000,0.000,0.334,64,0,0,0,64,0.000,0.000,0.000,0.000,0.000
2017,TX,9668,"Jasper-Newton Elec Coop, Inc",MISO,AC,0.001,.,.,.,0.001,11,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.000,0.000,0.000,0.001,11,0,0,0,11,0.000,0.000,0.000,0.000,0.000
2017,TX,10009,Karnes Electric Coop Inc,ERCO,AC,0.112,0.132,.,.,0.244,14,3,.,.,17,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,13.469,88.280,.,.,101.749,0.014,0.000,.,.,0.014,6,0,.,.,6,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.126,0.132,0.000,0.000,0.258,20,3,0,0,23,13.469,88.280,0.000,0.000,101.749
2017,TX,11014,"Lighthouse Electric Coop, Inc",ERCO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.030,.,.,.,0.030,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.030,0.000,0.000,0.000,0.030,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000
2017,TX,11501,Magic Valley Electric Coop Inc,ERCO,AC,0.170,0.160,.,.,0.330,24,5,.,.,29,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.040,.,.,0.060,4,7,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.190,0.200,0.000,0.000,0.390,28,12,0,0,40,0.000,0.000,0.000,0.000,0.000
2017,TX,12268,"Medina Electric Coop, Inc",ERCO,AC,0.379,.,.,.,0.379,37,.,.,.,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.234,.,.,.,0.234,0.074,0.000,.,.,0.074,26,0,.,.,26,0.002,.,.,.,0.002,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.453,0.000,0.000,0.000,0.453,63,0,0,0,63,0.236,0.000,0.000,0.000,0.236
2017,TX,12452,Mid-South Electric Coop Assn,ERCO,AC,0.330,0.020,.,.,0.350,48,1,.,.,49,.,.,.,.,0.000,.,.,.,.,0,1.944,.,.,.,1.944,327,.,.,.,327,"4,284.361",2.334,.,.,"4,286.695",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.274,0.020,0.000,0.000,2.294,375,1,0,0,376,"4,284.361",2.334,0.000,0.000,"4,286.695"
2017,TX,13332,"Navarro County Elec Coop, Inc",ERCO,AC,0.205,.,.,.,0.205,28,.,.,.,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,0.000,0.210,.,.,.,0.210,7,.,.,.,7,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.415,0.000,0.000,0.000,0.415,35,0,0,0,35,0.000,0.000,0.000,0.000,0.000
2017,TX,13418,City of New Braunfels - (TX),ERCO,DC,0.416,0.084,0.000,0.000,0.500,66,3,0,0,69,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.418,0.084,0.000,0.000,0.502,67,3,0,0,70,0.000,0.000,0.000,0.000,0.000
2017,TX,14626,"Pedernales Electric Coop, Inc",ERCO,AC,9.182,0.215,.,.,9.397,"1,825",27,.,.,"1,852",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.148,.,.,.,0.148,35,.,.,.,35,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,9.330,0.215,0.000,0.000,9.545,"1,860",27,0,0,"1,887",0.000,0.000,0.000,0.000,0.000
2017,TX,16057,"Rio Grande Electric Coop, Inc",ERCO,DC,0.020,.,.,.,0.020,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.695,.,.,.,5.695,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.023,0.000,0.000,0.000,0.023,3,0,0,0,3,5.695,0.000,0.000,0.000,5.695
2017,TX,16146,"Navasota Valley Elec Coop, Inc",ERCO,DC,0.037,0.073,0.000,0.000,0.110,8,2,0,0,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.011,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.048,0.073,0.000,0.000,0.121,13,2,0,0,15,0.000,0.000,0.000,0.000,0.000
2017,TX,16461,"Rusk County Electric Coop, Inc",SWPP,AC,0.124,.,.,.,0.124,11,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.004,.,.,.,0.004,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.128,0.000,0.000,0.000,0.128,12,0,0,0,12,0.000,0.000,0.000,0.000,0.000
2017,TX,16604,City of San Antonio - (TX),ERCO,DC,75.497,19.875,0.000,.,95.372,"10,342",480,0,.,"10,822",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,75.497,19.875,0.000,0.000,95.372,"10,342",480,0,0,"10,822",0.000,0.000,0.000,0.000,0.000
2017,TX,16627,San Patricio Electric Coop Inc,ERCO,DC,0.064,.,.,.,0.064,9,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.018,.,.,.,0.018,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.082,0.000,0.000,0.000,0.082,11,0,0,0,11,0.000,0.000,0.000,0.000,0.000
2017,TX,16638,"San Bernard Electric Coop, Inc",ERCO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.446,.,.,.,0.446,44,.,.,.,44,.,.,.,.,0.000,0.007,.,.,.,0.007,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.453,0.000,0.000,0.000,0.453,46,0,0,0,46,0.000,0.000,0.000,0.000,0.000
2017,TX,17561,South Plains Electric Coop Inc,ERCO,AC,0.196,0.088,0.150,.,0.434,28,6,1,.,35,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,0.000,.,0.000,0.063,0.033,4.500,.,4.596,18,8,3,.,29,0.000,0.000,0.000,.,0.000,.,.,0.050,.,0.050,.,.,1,.,1,.,.,0.000,.,0.000,0.259,0.121,4.700,0.000,5.080,46,14,5,0,65,0.000,0.000,0.000,0.000,0.000
2017,TX,17671,Southwest Arkansas E C C,MISO,AC,0.034,0.000,0.000,0.000,0.034,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.000,0.034,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2017,TX,17698,Southwestern Electric Power Co,SWPP,AC,0.217,0.376,0.000,0.000,0.593,30,19,0,0,49,0.052,0.000,0.000,0.000,0.052,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,137.808,71.839,0.000,.,209.647,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,3.151,0.000,0.000,0.000,3.151,0.000,0.060,0.000,0.000,0.060,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.227,0.436,0.000,0.000,0.663,31,20,0,0,51,140.959,71.839,0.000,0.000,212.798
2017,TX,18976,Trinity Valley Elec Coop Inc,ERCO,AC,1.269,.,.,.,1.269,150,.,.,.,150,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,507.433,.,.,.,507.433,0.085,.,.,.,0.085,28,.,.,.,28,5.277,.,.,.,5.277,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.354,0.000,0.000,0.000,1.354,178,0,0,0,178,512.710,0.000,0.000,0.000,512.710
2017,TX,19159,"Tri-County Electric Coop, Inc",ERCO,DC,0.902,0.052,0.000,0.000,0.954,115,2,0,0,117,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.000,0.034,33,0,0,0,33,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.936,0.052,0.000,0.000,0.988,148,2,0,0,150,0.000,0.000,0.000,0.000,0.000
