Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Virtual Capacity- 1 MW and over (MW),,,,,Virtual Customers- 1 MW and over,,,,,Virtual Capacity- under 1 MW (MW),,,,,Virtual Customers- under 1 MW,,,,,PV-Paired Battery Capacity (MW),,,,,PV-Paired Installations,,,,,PV-Paired Energy Capacity (MWh),,,,,Not PV-Paired Battery Capacity (MW),,,,,Not PV-Paired Installations,,,,,Not PV-Paired Energy Capacity (MWh),,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,
2023,AZ,12919,Morenci Water and Electric,WALC,AC,0.008,0.028,.,.,0.036,1,3,.,.,4,0.402,1.181,.,.,1.583,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.028,0.000,0.000,0.036,1,3,0,0,4,0.402,1.181,0.000,0.000,1.583
2023,AZ,13318,"Navopache Electric Coop, Inc",TEPC,AC,3.875,0.458,.,.,4.333,495,32,.,.,527,"3,703.699",245.307,.,.,"3,949.006",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.006,.,.,.,0.006,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.881,0.458,0.000,0.000,4.339,500,32,0,0,532,"3,703.699",245.307,0.000,0.000,"3,949.006"
2023,AZ,16572,Salt River Project,SRP,AC,356.670,133.730,7.280,0.000,497.680,"55,276",870,10,0,"56,156","1,07,904.080","41,597.000",0.000,0.000,"1,49,501.080",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,21.670,0.840,0.000,0.000,22.510,"3,482",14,0,0,"3,496",70,2,0,0,71,1.530,0.000,0.000,0.000,1.530,191,0,0,0,191,4,0,0,0,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,356.670,133.730,7.280,0.000,497.680,"55,276",870,10,0,"56,156","1,07,904.080","41,597.000",0.000,0.000,"1,49,501.080"
2023,AZ,18280,Sulphur Springs Valley E C Inc,WALC,AC,8.500,9.000,.,.,17.500,"1,137",314,.,.,"1,451",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.100,.,.,.,0.100,37,.,.,.,37,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.600,9.000,0.000,0.000,17.600,"1,174",314,0,0,"1,488",0.000,0.000,0.000,0.000,0.000
2023,AZ,19189,Trico Electric Cooperative Inc,WALC,DC,40.379,15.173,.,.,55.552,"5,141",74,.,.,"5,215","35,302.381","7,306.863",.,.,"42,609.244",.,.,.,.,0.000,.,.,.,.,0,0.043,0.183,.,.,0.226,42,1,.,.,43,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.002,.,.,.,0.002,1,.,.,.,1,0.101,.,.,.,0.101,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,40.424,15.356,0.000,0.000,55.780,"5,184",75,0,0,"5,259","35,302.482","7,306.863",0.000,0.000,"42,609.345"
2023,AZ,19728,"UNS Electric, Inc",TEPC,AC,65.576,15.950,.,.,81.526,"8,289",226,.,.,"8,515","62,516.071","7,775.904",.,.,"70,291.975",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.930,0.000,.,.,0.930,127,0,.,.,127,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.300,0.010,.,.,0.310,117,1,.,.,118,65.109,0.000,.,.,65.109,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,65.876,15.960,0.000,0.000,81.836,"8,406",227,0,0,"8,633","62,581.180","7,775.904",0.000,0.000,"70,357.084"
2023,AZ,21538,"Mohave Electric Cooperative, Inc.",WALC,AC,19.618,3.583,.,.,23.201,"1,915",92,.,.,"2,007",439.698,57.858,.,.,497.556,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.055,.,.,.,0.055,25,.,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,19.673,3.583,0.000,0.000,23.256,"1,940",92,0,0,"2,032",439.698,57.858,0.000,0.000,497.556
2023,AZ,24211,Tucson Electric Power Co,TEPC,AC,312.296,154.392,.,.,466.688,"46,954","1,075",.,.,"48,029","52,758.800","27,074.041",.,.,"79,832.841",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,9.230,0.340,.,.,9.570,"1,022",7,.,.,"1,029",.,.,.,.,0,.,0.210,.,.,0.210,.,1,.,.,1,.,.,.,.,0,0.024,0.012,.,.,0.036,1,1,.,.,2,0.069,0.000,.,.,0.069,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,312.320,154.404,0.000,0.000,466.724,"46,955","1,076",0,0,"48,031","52,758.869","27,074.041",0.000,0.000,"79,832.910"
2023,AZ,30518,Electrical Dist No3 Pinal County,AZPS,AC,24.398,.,.,.,24.398,"3,198",.,.,.,"3,198",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,24.398,0.000,0.000,0.000,24.398,"3,198",0,0,0,"3,198",0.000,0.000,0.000,0.000,0.000
2023,AZ,40165,"Dixie Escalante R E A, Inc",PACE,DC,0.100,0.020,.,.,0.120,10,1,.,.,11,69.200,.,.,.,69.200,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.100,0.020,0.000,0.000,0.120,10,1,0,0,11,69.200,0.000,0.000,0.000,69.200
2023,AZ,65261,Gila River Indian Utility Authority (GRICUA),WALC,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,1.000,.,.,1.000,.,3,.,.,3,.,.,.,.,0.000,0.000,1.000,0.000,0.000,1.000,0,3,0,0,3,0.000,0.000,0.000,0.000,0.000
2023,AZ,99999,State Adjustment,AZPS,,-267.940,-62.003,0.000,.,-329.943,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-267.940,-62.003,0.000,.,-329.943,.,.,.,.,.,.,.,.,.,.
2023,AZ,99999,State Adjustment,PACE,,-0.017,-0.003,.,.,-0.021,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.017,-0.003,.,.,-0.021,.,.,.,.,.,.,.,.,.,.
2023,AZ,99999,State Adjustment,PNM,,0.050,.,.,.,0.050,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.050,.,.,.,0.050,.,.,.,.,.,.,.,.,.,.
2023,AZ,99999,State Adjustment,WALC,,-4.100,-2.205,0.000,.,-6.304,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-4.100,-2.205,0.000,.,-6.304,.,.,.,.,.,.,.,.,.,.
2023,CA,207,Alameda Municipal Power,CISO,AC,4.200,2.113,.,.,6.313,"1,162",26,.,.,"1,188",147.380,31.406,.,.,178.786,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.200,2.113,0.000,0.000,6.313,"1,162",26,0,0,"1,188",147.380,31.406,0.000,0.000,178.786
2023,CA,590,City of Anaheim - (CA),CISO,DC,29.952,20.340,.,.,50.292,"5,106",214,.,.,"5,320",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,29.952,20.340,0.000,0.000,50.292,"5,106",214,0,0,"5,320",0.000,0.000,0.000,0.000,0.000
2023,CA,1050,City of Azusa,CISO,DC,2.066,0.467,0.405,.,2.938,390,7,5,.,402,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.066,0.467,0.405,0.000,2.938,390,7,5,0,402,0.000,0.000,0.000,0.000,0.000
2023,CA,2507,City of Burbank Water and Power,LDWP,AC,8.900,5.722,.,.,14.622,"1,525",81,.,.,"1,606",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.484,0.008,.,.,0.492,70,1,.,.,71,1,0,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.900,5.722,0.000,0.000,14.622,"1,525",81,0,0,"1,606",0.000,0.000,0.000,0.000,0.000
2023,CA,4003,City of Colton - (CA),CISO,AC,8.930,1.240,7.740,.,17.910,"1,028",10,11,.,"1,049",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.930,1.240,7.740,0.000,17.910,"1,028",10,11,0,"1,049",0.000,0.000,0.000,0.000,0.000
2023,CA,4390,City of Corona - (CA),CISO,AC,0.136,0.400,0.000,0.000,0.536,18,3,0,0,21,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.136,0.400,0.000,0.000,0.536,18,3,0,0,21,0.000,0.000,0.000,0.000,0.000
2023,CA,7294,City of Glendale - (CA),LDWP,AC,16.653,10.988,.,.,27.641,"2,727",121,.,.,"2,848",455.568,.,.,.,455.568,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.119,0.010,.,.,1.129,224,2,.,.,226,3,0,.,.,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,16.653,10.988,0.000,0.000,27.641,"2,727",121,0,0,"2,848",455.568,0.000,0.000,0.000,455.568
2023,CA,9216,Imperial Irrigation District,IID,AC,67.361,57.143,.,.,124.504,"8,753",258,.,.,"9,011",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,3.529,0.309,.,.,3.838,"1,148",101,.,.,"1,249",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,2.150,.,.,2.150,.,8,.,.,8,.,.,.,.,0.000,70.892,59.602,0.000,0.000,130.494,"9,902",367,0,0,"10,269",0.000,0.000,0.000,0.000,0.000
2023,CA,11124,City of Lodi - (CA),CISO,AC,3.257,3.610,.,.,6.867,645,61,.,.,706,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.257,3.610,0.000,0.000,6.867,645,61,0,0,706,0.000,0.000,0.000,0.000,0.000
2023,CA,11208,Los Angeles Department of Water & Power,LDWP,AC,481.697,130.961,.,.,612.658,"79,254","1,665",.,.,"80,919","2,98,078.470","37,891.000",.,.,"3,35,969.470",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,30.010,2.030,.,.,32.040,"3,919",3,.,.,"3,922",.,.,.,.,0,1.640,1.140,.,.,2.780,226,5,.,.,231,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,481.697,130.961,0.000,0.000,612.658,"79,254","1,665",0,0,"80,919","2,98,078.470","37,891.000",0.000,0.000,"3,35,969.470"
2023,CA,12312,Merced Irrigation District,CISO,AC,11.858,8.920,0.114,.,20.892,"2,958",57,2,.,"3,017",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,11.858,8.920,0.114,0.000,20.892,"2,958",57,2,0,"3,017",0.000,0.000,0.000,0.000,0.000
2023,CA,12745,Modesto Irrigation District,BANC,AC,51.512,16.620,9.914,.,78.046,"10,342",179,55,.,"10,576",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,3.073,.,0.171,.,3.244,405,.,1,.,406,.,.,.,.,0,.,.,1.341,.,1.341,.,.,1,.,1,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,51.512,16.620,9.914,0.000,78.046,"10,342",179,55,0,"10,576",0.000,0.000,0.000,0.000,0.000
2023,CA,14328,Pacific Gas & Electric Co.,CISO,AC,"5,005.186","1,510.375","1,260.687",0.000,"7,776.248","7,96,957","15,596","5,291",0,"8,17,844",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,23.022,48.076,0.138,0.000,71.236,"5,876","3,653",4,0,"9,533",494.533,36.866,57.507,0.000,588.906,"72,121",332,160,0,"72,613",0,0,0,0,0,0.085,0.000,0.245,0.000,0.330,8,0,2,0,10,0,0,0,0,0,0.916,0.623,27.193,0.000,28.732,165,36,44,0,245,0.000,0.000,0.000,0.000,0.000,0.260,60.602,185.335,0.000,246.197,34,90,250,0,374,0.000,0.000,0.000,0.000,0.000,"5,029.384","1,619.676","1,473.353",0.000,"8,122.413","8,03,032","19,375","5,589",0,"8,27,996",0.000,0.000,0.000,0.000,0.000
2023,CA,14354,PacifiCorp,PACW,DC,5.654,4.811,2.964,0.000,13.429,717,66,21,0,804,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.649,0.030,0.000,0.000,0.679,56,1,0,0,57,1,0,0,0,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.001,0.005,0.000,0.000,0.006,1,2,0,0,3,.,.,.,.,0.000,0.011,0.066,0.000,0.000,0.077,2,1,0,0,3,.,.,.,.,0.000,5.666,4.882,2.964,0.000,13.512,720,69,21,0,810,0.000,0.000,0.000,0.000,0.000
2023,CA,14401,City of Palo Alto - (CA),CISO,AC,6.500,10.700,.,.,17.200,"1,274",100,.,.,"1,374",125.000,"4,091.000",.,.,"4,216.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.084,.,.,.,1.084,101,.,.,.,101,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.500,10.700,0.000,0.000,17.200,"1,274",100,0,0,"1,374",125.000,"4,091.000",0.000,0.000,"4,216.000"
2023,CA,14534,City of Pasadena - (CA),CISO,AC,14.254,8.950,.,.,23.204,"2,473",100,.,.,"2,573",74.461,58.742,.,.,133.203,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,14.254,8.950,0.000,0.000,23.204,"2,473",100,0,0,"2,573",74.461,58.742,0.000,0.000,133.203
2023,CA,15783,City of Redding - (CA),BANC,DC,14.349,6.954,.,.,21.303,"1,987",101,.,.,"2,088",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,14.349,6.954,0.000,0.000,21.303,"1,987",101,0,0,"2,088",0.000,0.000,0.000,0.000,0.000
2023,CA,16088,City of Riverside - (CA),CISO,DC,40.470,22.760,.,.,63.230,"6,570",227,.,.,"6,797","1,765.000",.,.,.,"1,765.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,40.470,22.760,0.000,0.000,63.230,"6,570",227,0,0,"6,797","1,765.000",0.000,0.000,0.000,"1,765.000"
2023,CA,16295,City of Roseville - (CA),BANC,AC,39.628,6.966,1.789,0.000,48.383,"10,548",75,3,0,"10,626","19,507.000","1,872.000",0.000,0.000,"21,379.000",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.960,0.000,0.000,0.000,0.960,183,0,0,0,183,0.693,0.000,0.000,0.000,0.693,102,0,0,0,102,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,40.588,6.966,1.789,0.000,49.343,"10,731",75,3,0,"10,809","19,507.000","1,872.000",0.000,0.000,"21,379.000"
2023,CA,16534,Sacramento Municipal Util Dist,BANC,AC,233.627,83.737,37.188,0.000,354.552,"51,374","1,228",51,0,"52,653",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.671,0.348,0.000,0.000,1.019,560,43,0,0,603,9.930,0.027,.,.,9.957,"1,528",4,.,.,"1,532",.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.002,.,0.005,.,0.007,1,.,1,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,234.300,84.085,37.193,0.000,355.578,"51,935","1,271",52,0,"53,258",0.000,0.000,0.000,0.000,0.000
2023,CA,16609,San Diego Gas & Electric Co,CISO,AC,"1,699.235",296.211,103.171,0.000,"2,098.617","3,07,300","5,366",139,0,"3,12,805",0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,22.302,6.580,3.825,0.000,32.707,599,76,6,0,681,68.522,15.289,4.476,0.000,88.287,"10,256",172,6,0,"10,434",0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.122,0.007,1.000,0.000,1.129,37,3,1,0,41,0.000,0.000,0.000,0.000,0.000,0.022,14.177,15.308,0.000,29.507,2,52,21,0,75,0.000,0.000,0.000,0.000,0.000,"1,721.681",316.975,123.304,0.000,"2,161.960","3,07,938","5,497",167,0,"3,13,602",0.000,1.000,0.000,0.000,1.000
2023,CA,16612,City & County of San Francisco,CISO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,0.402,.,.,0.402,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.402,0.000,0.000,0.402,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2023,CA,16655,City of Santa Clara - (CA),CISO,AC,3.207,16.313,.,.,19.520,826,99,.,.,925,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.207,16.313,0.000,0.000,19.520,826,99,0,0,925,0.000,0.000,0.000,0.000,0.000
2023,CA,17609,Southern California Edison Co,CISO,AC,"3,857.726",995.981,277.208,.,"5,130.915","6,25,170","9,015",507,.,"6,34,692",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,8.337,44.825,.,.,53.162,103,"1,131",.,.,"1,234",301.206,61.164,5.286,.,367.656,"45,945",434,15,.,"46,394",736,142,16,.,894,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,1.797,4.955,8.100,.,14.852,213,15,7,.,235,.,.,.,.,0.000,0.726,49.285,33.703,.,83.714,77,129,46,.,252,.,.,.,.,0.000,"3,868.586","1,095.046",319.011,0.000,"5,282.643","6,25,563","10,290",560,0,"6,36,413",0.000,0.000,0.000,0.000,0.000
2023,CA,17612,Bear Valley Electric Service,CISO,DC,2.738,3.112,.,.,5.850,573,25,.,.,598,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.069,0.010,.,.,0.079,6,1,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.807,3.122,0.000,0.000,5.929,579,26,0,0,605,0.000,0.000,0.000,0.000,0.000
2023,CA,17896,City of Shasta Lake - (CA),BANC,AC,0.603,0.177,.,.,0.780,115,7,.,.,122,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.007,.,.,.,0.007,3,.,.,.,3,0,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,0.850,.,0.850,.,.,1,.,1,.,.,.,.,0.000,0.603,0.177,0.850,0.000,1.630,115,7,1,0,123,0.000,0.000,0.000,0.000,0.000
2023,CA,18260,Surprise Valley Electrification,PACW,AC,0.137,0.028,.,.,0.165,14,3,.,.,17,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.137,0.028,0.000,0.000,0.165,14,3,0,0,17,0.000,0.000,0.000,0.000,0.000
