Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2016,VA,40228,Rappahannock Electric Coop,AC,1.894,0.516,.,.,2.410,327,18,.,.,345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.027,.,.,.,0.027,6,.,.,.,6,.,.,.,.,0.000,.,0.839,.,.,0.839,.,1,.,.,1,.,.,.,.,0.000,1.921,1.355,0.000,0.000,3.276,333,19,0,0,352,0.000,0.000,0.000,0.000,0.000
2016,VT,2548,City of Burlington Electric - (VT),AC,0.440,0.526,0.038,0.000,1.004,102,19,1,0,122,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.046,0.344,0.000,0.000,0.390,21,14,0,0,35,278.200,557.449,0.000,0.000,835.649,0.000,0.060,0.000,0.000,0.060,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.486,0.930,0.038,0.000,1.454,123,35,1,0,159,278.200,557.449,0.000,0.000,835.649
2016,VT,7601,Green Mountain Power Corp,AC,39.532,22.165,0.197,.,61.894,"4,777",340,4,.,"5,121",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.192,.,.,.,0.192,14,.,.,.,14,.,.,.,.,0.000,0.916,0.220,.,.,1.136,55,2,.,.,57,.,.,.,.,0.000,40.640,22.385,0.197,0.000,63.222,"4,846",342,4,0,"5,192",0.000,0.000,0.000,0.000,0.000
2016,VT,8104,Town of Hardwick,AC,0.742,.,.,.,0.742,73,.,.,.,73,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.073,.,.,.,0.073,8,.,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.815,0.000,0.000,0.000,0.815,81,0,0,0,81,0.000,0.000,0.000,0.000,0.000
2016,VT,11305,Village of Ludlow - (VT),DC,0.013,0.150,.,.,0.163,2,1,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.990,266.580,.,.,279.570,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.150,0.000,0.000,0.163,2,1,0,0,3,12.990,266.580,0.000,0.000,279.570
2016,VT,11359,Village of Lyndonville - (VT),AC,0.270,0.059,1.000,.,1.329,58,6,3,.,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,0.095,.,0.095,.,.,1,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.270,0.059,1.095,0.000,1.424,58,6,4,0,68,0.000,0.000,0.000,0.000,0.000
2016,VT,12989,Village of Morrisville - (VT),AC,0.288,0.308,.,.,0.596,44,5,.,.,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.019,.,.,.,0.019,2,.,.,.,2,.,.,.,.,0.000,0.004,.,.,.,0.004,1,.,.,.,1,.,.,.,.,0.000,0.311,0.308,0.000,0.000,0.619,47,5,0,0,52,0.000,0.000,0.000,0.000,0.000
2016,VT,13789,Village of Northfield - (VT),DC,0.117,.,.,.,0.117,23,.,.,.,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.117,0.000,0.000,0.000,0.117,23,0,0,0,23,0.000,0.000,0.000,0.000,0.000
2016,VT,18371,Village of Swanton - (VT),AC,0.110,.,.,.,0.110,17,.,.,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.110,0.000,0.000,0.000,0.110,17,0,0,0,17,0.000,0.000,0.000,0.000,0.000
2016,VT,19791,"Vermont Electric Cooperative, Inc",AC,3.951,3.455,0.000,0.000,7.406,616,45,0,0,661,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.191,0.087,0.000,0.000,0.278,30,6,0,0,36,.,.,.,.,0.000,0.009,0.282,0.000,0.000,0.291,1,2,0,0,3,.,.,.,.,0.000,4.151,3.824,0.000,0.000,7.975,647,53,0,0,700,0.000,0.000,0.000,0.000,0.000
2016,VT,20151,Washington Electric Coop - (VT),AC,1.584,0.085,.,.,1.669,253,8,.,.,261,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.060,.,.,.,0.060,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.644,0.085,0.000,0.000,1.729,259,8,0,0,267,0.000,0.000,0.000,0.000,0.000
2016,VT,27316,Town of Stowe- (VT),AC,0.443,0.028,.,.,0.471,55,3,.,.,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.019,.,.,0.019,.,1,.,.,1,.,.,.,.,0.000,0.443,0.047,0.000,0.000,0.490,55,4,0,0,59,0.000,0.000,0.000,0.000,0.000
2016,WA,1579,PUD No 1 of Benton County,DC,0.957,0.080,.,.,1.037,136,5,.,.,141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,607.327,31.338,.,.,638.665,0.005,0.002,.,.,0.007,2,1,.,.,3,0.024,1.460,.,.,1.484,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.962,0.082,0.000,0.000,1.044,138,6,0,0,144,607.351,32.798,0.000,0.000,640.149
2016,WA,1625,Benton Rural Electric Assn,DC,0.650,.,.,.,0.650,72,.,.,.,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,555.000,.,.,.,555.000,0.007,.,.,.,0.007,2,.,.,.,2,1.000,.,.,.,1.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.657,0.000,0.000,0.000,0.657,74,0,0,0,74,556.000,0.000,0.000,0.000,556.000
2016,WA,1723,"Big Bend Electric Coop, Inc",DC,0.116,0.032,0.008,0.000,0.156,11,2,1,0,14,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.116,0.032,0.008,0.000,0.156,11,2,1,0,14,0.000,0.000,0.000,0.000,0.000
2016,WA,3295,City of Centralia - (WA),DC,0.072,0.001,.,.,0.073,12,1,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.072,0.001,0.000,0.000,0.073,12,1,0,0,13,0.000,0.000,0.000,0.000,0.000
2016,WA,3413,PUD No 1 of Chelan County,DC,0.233,0.019,.,.,0.252,46,9,.,.,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121.000,5.000,.,.,126.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,.,.,.,0.005,1,.,.,.,1,10.995,.,.,.,10.995,0.238,0.019,0.000,0.000,0.257,47,9,0,0,56,131.995,5.000,0.000,0.000,136.995
2016,WA,3420,City of Cheney - (WA),AC,.,0.010,.,.,0.010,0,1,.,.,1,.,0.000,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,8.407,.,.,8.407,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.010,0.000,0.000,0.010,0,1,0,0,1,0.000,8.407,0.000,0.000,8.407
2016,WA,3644,PUD No 1 of Clallam County,AC,1.449,0.060,.,.,1.509,248,7,.,.,255,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,0.011,.,.,0.013,1,1,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.451,0.071,0.000,0.000,1.522,249,8,0,0,257,0.000,0.000,0.000,0.000,0.000
2016,WA,3660,PUD No 1 of Clark County - (WA),AC,2.986,0.206,.,.,3.192,524,16,.,.,540,0.015,.,.,.,0.015,4,.,.,.,4,0.280,0.021,.,.,0.301,648,1,.,.,649,"1,768.030",24.960,.,.,"1,792.990",0.068,0.002,.,.,0.070,4,1,.,.,5,5.820,0.000,.,.,5.820,0.016,.,.,.,0.016,1,.,.,.,1,8.880,.,.,.,8.880,3.350,0.229,0.000,0.000,3.579,"1,177",18,0,0,"1,195","1,782.730",24.960,0.000,0.000,"1,807.690"
2016,WA,3739,Clearwater Power Company,AC,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.006,0.000,0.000,0.000,0.006,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,WA,4041,"Columbia Rural Elec Assn, Inc",AC,0.159,0.121,0.000,0.000,0.280,25,4,0,0,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52.525,49.880,0.000,0.000,102.405,0.008,0.009,0.000,0.000,0.017,1,2,0,0,3,1.757,0.000,0.000,0.000,1.757,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.167,0.130,0.000,0.000,0.297,26,6,0,0,32,54.282,49.880,0.000,0.000,104.162
2016,WA,5326,PUD No 1 of Douglas County,AC,0.038,.,.,.,0.038,7,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.038,0.000,0.000,0.000,0.038,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000
2016,WA,5832,Elmhurst Mutual Power & Light Co,AC,0.015,.,.,.,0.015,11,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.015,.,.,.,0.015,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.000,0.000,0.000,0.015,11,0,0,0,11,0.015,0.000,0.000,0.000,0.015
2016,WA,6149,City of Ellensburg - (WA),DC,0.134,0.046,0.000,0.000,0.180,21,2,.,.,23,0.000,0.000,.,.,0.000,0,0,.,.,0,0.000,0.000,.,.,0.000,0,0,.,.,0,2.000,18.000,.,.,20.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.134,0.046,0.000,0.000,0.180,21,2,0,0,23,2.000,18.000,0.000,0.000,20.000
2016,WA,6297,PUD No 1 of Ferry County,AC,0.007,.,.,.,0.007,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11.400,.,.,.,11.400,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.007,0.000,0.000,0.000,0.007,1,0,0,0,1,11.400,0.000,0.000,0.000,11.400
2016,WA,7548,PUD No 1 of Grays Harbor County,AC,0.190,.,.,.,0.190,38,.,.,.,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.012,.,.,.,0.012,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.202,0.000,0.000,0.000,0.202,43,0,0,0,43,0.000,0.000,0.000,0.000,0.000
2016,WA,8699,Inland Power & Light Company,AC,0.682,0.030,.,.,0.712,127,3,.,.,130,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93.746,77.772,.,.,171.518,0.025,.,.,.,0.025,12,.,.,.,12,.,.,.,.,0.000,.,0.001,.,.,0.001,.,1,.,.,1,.,.,.,.,0.000,0.707,0.031,0.000,0.000,0.738,139,4,0,0,143,93.746,77.772,0.000,0.000,171.518
2016,WA,10393,PUD No 1 of Klickitat County,DC,0.573,0.042,.,.,0.615,107,4,.,.,111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.032,.,.,.,0.032,7,.,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.605,0.042,0.000,0.000,0.647,114,4,0,0,118,0.000,0.000,0.000,0.000,0.000
2016,WA,10944,PUD No 1 of Lewis County,AC,0.376,0.005,.,.,0.381,56,1,.,.,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.376,0.005,0.000,0.000,0.381,56,1,0,0,57,0.000,0.000,0.000,0.000,0.000
2016,WA,12744,Modern Electric Water Company,AC,0.013,.,.,.,0.013,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.000,0.000,0.000,0.013,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2016,WA,14012,"Ohop Mutual Light Company, Inc",AC,0.049,.,.,.,0.049,7,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.049,0.000,0.000,0.000,0.049,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000
2016,WA,14055,PUD No 1 of Okanogan County,AC,0.177,0.098,.,.,0.275,34,6,.,.,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,165.382,63.699,.,.,229.081,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.177,0.098,0.000,0.000,0.275,34,6,0,0,40,165.382,63.699,0.000,0.000,229.081
2016,WA,14074,"Okanogan County Elec Coop, Inc",AC,0.120,.,.,.,0.120,31,.,.,.,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.120,0.000,0.000,0.000,0.120,31,0,0,0,31,0.000,0.000,0.000,0.000,0.000
2016,WA,14170,Orcas Power & Light Coop,AC,1.077,0.226,.,.,1.303,197,23,.,.,220,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65.430,0.107,.,.,65.537,0.015,.,.,.,0.015,2,.,.,.,2,0.674,.,.,.,0.674,0.060,0.020,.,.,0.080,2,1,.,.,3,0.000,22.010,.,.,22.010,1.152,0.246,0.000,0.000,1.398,201,24,0,0,225,66.104,22.117,0.000,0.000,88.221
2016,WA,14324,PUD No 2 of Pacific County,AC,0.093,0.015,.,.,0.108,14,3,.,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60.430,13.709,.,.,74.139,0.002,.,.,.,0.002,1,.,.,.,1,0.030,.,.,.,0.030,.,0.015,.,.,0.015,.,1,.,.,1,.,0.000,.,.,0.000,0.095,0.030,0.000,0.000,0.125,15,4,0,0,19,60.460,13.709,0.000,0.000,74.169
2016,WA,14354,PacifiCorp,DC,4.143,1.764,0.180,0.000,6.087,522,70,7,0,599,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.030,0.000,0.000,0.000,0.030,4,0,0,0,4,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,4.173,1.764,0.180,0.000,6.117,526,70,7,0,603,0.000,0.000,0.000,0.000,0.000
2016,WA,14505,Parkland Light & Water Company,AC,0.010,0.003,.,.,0.013,5,1,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.003,0.000,0.000,0.013,5,1,0,0,6,0.000,0.000,0.000,0.000,0.000
2016,WA,14624,PUD No 2 of Grant County,AC,0.263,0.745,.,.,1.008,45,8,.,.,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,133.000,20.000,.,.,153.000,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.264,0.745,0.000,0.000,1.009,46,8,0,0,54,133.000,20.000,0.000,0.000,153.000
2016,WA,14653,PUD No 1 of Pend Oreille County,AC,0.025,.,.,.,0.025,4,0,0,0,4,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,0.000,0.000,0.000,0.025,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2016,WA,14668,Peninsula Light Company,AC,0.496,.,.,.,0.496,86,.,.,.,86,0.008,.,.,.,0.008,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,.,.,.,0.001,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.497,0.000,0.000,0.000,0.497,88,0,0,0,88,0.000,0.000,0.000,0.000,0.000
2016,WA,15231,City of Port Angeles - (WA),AC,0.148,0.112,.,.,0.260,24,4,.,.,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.199,0.048,.,.,13.247,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.148,0.112,0.000,0.000,0.260,24,4,0,0,28,13.199,0.048,0.000,0.000,13.247
2016,WA,15419,PUD No 3 of Mason County,AC,0.360,0.009,0.000,0.000,0.369,59,1,0,0,60,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.006,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.366,0.009,0.000,0.000,0.375,61,1,0,0,62,0.000,0.000,0.000,0.000,0.000
2016,WA,15500,Puget Sound Energy Inc,DC,31.267,4.555,0.042,.,35.864,"4,763",276,2,.,"5,041",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.084,0.010,.,.,0.094,26,4,.,.,30,.,.,.,.,0.000,0.069,0.078,.,.,0.147,13,4,.,.,17,.,.,.,.,0.000,31.420,4.643,0.042,0.000,36.105,"4,802",284,2,0,"5,088",0.000,0.000,0.000,0.000,0.000
2016,WA,15979,City of Richland - (WA),AC,0.509,.,.,.,0.509,92,.,.,.,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,376.372,.,.,.,376.372,0.004,.,.,.,0.004,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.513,0.000,0.000,0.000,0.513,93,0,0,0,93,376.372,0.000,0.000,0.000,376.372
2016,WA,16868,City of Seattle - (WA),AC,11.544,1.922,.,.,13.466,"2,535",159,.,.,"2,694",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,11.544,1.922,0.000,0.000,13.466,"2,535",159,0,0,"2,694",0.000,0.000,0.000,0.000,0.000
2016,WA,17470,PUD 1 of Snohomish County,DC,7.585,0.909,.,.,8.494,"1,109",83,.,.,"1,192",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.010,.,.,.,0.010,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.595,0.909,0.000,0.000,8.504,"1,113",83,0,0,"1,196",0.000,0.000,0.000,0.000,0.000
2016,WA,18051,Town of Steilacoom,AC,0.060,.,.,.,0.060,8,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.060,0.000,0.000,0.000,0.060,8,0,0,0,8,0.000,0.000,0.000,0.000,0.000
2016,WA,18429,City of Tacoma - (WA),DC,1.629,0.126,.,.,1.755,"1,331",9,.,.,"1,340",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"1,596.380",111.400,.,.,"1,707.780",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.629,0.126,0.000,0.000,1.755,"1,331",9,0,0,"1,340","1,596.380",111.400,0.000,0.000,"1,707.780"
2016,WA,18448,Tanner Electric Coop,DC,0.530,.,.,.,0.530,10,.,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.530,0.000,0.000,0.000,0.530,10,0,0,0,10,0.000,0.000,0.000,0.000,0.000
2016,WA,19784,Vera Irrigation District #15,AC,0.015,0.006,.,.,0.021,1,1,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.006,0.000,0.000,0.021,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,WA,20169,Avista Corp,AC,1.678,0.716,0.000,0.000,2.394,325,47,0,0,372,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.112,0.000,0.000,0.000,0.112,17,0,0,0,17,.,.,.,.,0.000,0.063,0.017,0.000,0.000,0.080,9,1,0,0,10,.,.,.,.,0.000,1.853,0.733,0.000,0.000,2.586,351,48,0,0,399,0.000,0.000,0.000,0.000,0.000
2016,WA,59013,PUD No 1 of Jefferson County,AC,1.436,0.073,.,.,1.509,263,11,.,.,274,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.436,0.073,0.000,0.000,1.509,263,11,0,0,274,0.000,0.000,0.000,0.000,0.000
2016,WI,108,Adams-Columbia Electric Coop,AC,0.366,0.070,.,.,0.436,48,6,.,.,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,297.000,72.000,.,.,369.000,0.010,0.060,.,.,0.070,1,2,.,.,3,6.400,64.000,.,.,70.400,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.376,0.130,0.000,0.000,0.506,49,8,0,0,57,303.400,136.000,0.000,0.000,439.400
2016,WI,307,Algoma Utility Comm,DC,.,0.009,0.000,0.000,0.009,.,2,0,0,2,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.009,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,WI,1181,Village of Bangor - (WI),AC,0.015,0.036,.,.,0.051,3,2,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.036,0.000,0.000,0.051,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000
