Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2016,WI,1251,Barron Electric Coop,AC,0.171,.,.,.,0.171,24,.,.,.,24,.,.,.,.,0.000,.,.,.,.,0,0.071,0.030,.,.,0.101,84,2,.,.,86,.,.,.,.,0.000,0.008,.,.,.,0.008,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.250,0.030,0.000,0.000,0.280,110,2,0,0,112,0.000,0.000,0.000,0.000,0.000
2016,WI,1367,"Bayfield Electric Coop, Inc",DC,0.136,.,.,.,0.136,21,.,.,.,21,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.008,.,.,.,0.008,3,.,.,.,3,0.000,.,.,.,0.000,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.144,0.000,0.000,0.000,0.144,24,0,0,0,24,0.000,0.000,0.000,0.000,0.000
2016,WI,1776,City of Black River Falls,DC,.,0.011,0.000,0.000,0.011,.,2,0,0,2,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.011,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,WI,1997,City of Boscobel - (WI),DC,.,0.012,0.000,0.000,0.012,.,1,0,0,1,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.012,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,WI,3208,Cedarburg Light & Water Comm,DC,.,0.008,0.000,0.000,0.008,.,1,0,0,1,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.008,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,WI,3293,Central Wisconsin Elec Coop,DC,0.144,.,.,.,0.144,27,.,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.618,.,.,.,2.618,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.144,0.000,0.000,0.000,0.144,27,0,0,0,27,2.618,0.000,0.000,0.000,2.618
2016,WI,3498,Chippewa Valley Electric Coop,AC,0.074,0.000,0.000,0.000,0.074,8,0,0,0,8,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,46.000,0.000,0.000,0.000,46.000,0.010,.,.,.,0.010,2,.,.,.,2,3.000,.,.,.,3.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.084,0.000,0.000,0.000,0.084,10,0,0,0,10,49.000,0.000,0.000,0.000,49.000
2016,WI,3701,Clark Electric Coop - (WI),AC,0.154,0.020,.,.,0.174,22,1,.,.,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.375,21.454,.,.,29.829,0.002,.,.,.,0.002,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.156,0.020,0.000,0.000,0.176,23,1,0,0,24,8.375,21.454,0.000,0.000,29.829
2016,WI,4073,City of Columbus - (WI),DC,0.005,0.005,0.000,0.000,0.010,2,1,0,0,3,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.005,0.005,0.000,0.000,0.010,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000
2016,WI,4607,City of Cuba City,DC,.,0.006,0.000,0.000,0.006,.,1,0,0,1,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.006,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,WI,4715,Dahlberg Light & Power Co,AC,0.054,0.000,0.000,0.000,0.054,13,0,0,0,13,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.054,0.000,0.000,0.000,0.054,13,0,0,0,13,0.000,0.000,0.000,0.000,0.000
2016,WI,5417,Dunn County Electric Coop,AC,0.316,.,.,.,0.316,40,.,.,.,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79.200,.,.,.,79.200,0.017,.,.,.,0.017,4,.,.,.,4,4.700,.,.,.,4.700,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.333,0.000,0.000,0.000,0.333,44,0,0,0,44,83.900,0.000,0.000,0.000,83.900
2016,WI,5551,City of Eagle River - (WI),DC,.,0.006,0.000,0.000,0.006,.,2,0,0,2,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.006,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,WI,5574,East Central Energy,AC,0.051,0.000,0.000,0.000,0.051,8,0,0,0,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.841,0.000,0.000,0.000,6.841,0.022,0.000,0.000,0.000,0.022,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.073,0.000,0.000,0.000,0.073,11,0,0,0,11,6.841,0.000,0.000,0.000,6.841
2016,WI,5632,Eau Claire Electric Coop,AC,0.177,0.017,.,.,0.194,24,3,.,.,27,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,.,.,.,0.020,2,.,.,.,2,19.000,.,.,.,19.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.197,0.017,0.000,0.000,0.214,26,3,0,0,29,19.000,0.000,0.000,0.000,19.000
2016,WI,6043,City of Evansville,DC,0.023,0.003,0.000,0.000,0.026,3,1,0,0,4,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.023,0.003,0.000,0.000,0.026,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000
2016,WI,6424,Florence Utility Comm,DC,.,0.003,0.000,0.000,0.003,.,1,0,0,1,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,WI,8212,Hartford Electric,DC,.,0.001,0.000,0.000,0.001,.,1,0,0,1,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,WI,8574,"Jackson Electric Coop, Inc - (WI)",AC,0.281,0.077,.,.,0.358,71,4,.,.,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.013,.,.,0.013,.,1,.,.,1,.,.,.,.,0.000,0.001,0.018,.,.,0.019,1,1,.,.,2,.,.,.,.,0.000,0.282,0.108,0.000,0.000,0.390,72,6,0,0,78,0.000,0.000,0.000,0.000,0.000
2016,WI,9690,Jefferson Utilities,DC,0.005,.,0.000,0.000,0.005,1,.,0,0,1,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.005,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,WI,9922,Jump River Electric Coop Inc,AC,0.062,.,.,.,0.062,12,.,.,.,12,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,25.880,.,.,.,25.880,0.006,.,.,.,0.006,2,.,.,.,2,4.230,.,.,.,4.230,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.068,0.000,0.000,0.000,0.068,14,0,0,0,14,30.110,0.000,0.000,0.000,30.110
2016,WI,9936,Juneau Utility Comm,DC,.,0.005,0.000,0.000,0.005,.,1,0,0,1,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.005,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,WI,10056,City of Kaukauna,DC,.,0.003,0.000,0.000,0.003,.,1,0,0,1,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,WI,10605,Lake Mills Light & Water,DC,.,0.010,0.000,0.000,0.010,.,1,0,0,1,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,WI,11125,City of Lodi - (WI),DC,0.008,.,0.000,0.000,0.008,1,.,0,0,1,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.008,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,WI,11479,Madison Gas & Electric Co,AC,0.862,2.402,.,.,3.264,207,81,.,.,288,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.949,12.561,.,.,31.510,0.030,0.020,.,.,0.050,3,1,.,.,4,0.813,0.008,.,.,0.821,.,0.500,.,.,0.500,.,1,.,.,1,.,.,.,.,0.000,0.892,2.922,0.000,0.000,3.814,210,83,0,0,293,19.762,12.569,0.000,0.000,32.331
2016,WI,11571,Manitowoc Public Utilities,AC,0.012,.,.,.,0.012,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.012,0.000,0.000,0.000,0.012,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2016,WI,11740,City of Marshfield - (WI),AC,0.090,0.016,.,.,0.106,15,2,.,.,17,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,14.000,6.198,.,.,20.198,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.090,0.016,0.000,0.000,0.106,15,2,0,0,17,14.000,6.198,0.000,0.000,20.198
2016,WI,12298,City of Menasha - (WI),DC,.,0.026,0.000,0.000,0.026,.,3,0,0,3,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.002,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.000,0.028,0,4,0,0,4,0.000,0.000,0.000,0.000,0.000
2016,WI,13036,Village of Mt. Horeb - (WI),DC,0.031,0.036,0.000,0.000,0.067,3,4,0,0,7,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.041,0.036,0.000,0.000,0.077,4,4,0,0,8,0.000,0.000,0.000,0.000,0.000
2016,WI,13145,Village of Muscoda - (WI),DC,.,0.006,0.000,0.000,0.006,.,1,0,0,1,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.006,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,WI,13438,Village of New Glarus - (WI),DC,.,0.017,0.000,0.000,0.017,.,3,0,0,3,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.017,0,3,0,0,3,0.000,0.000,0.000,0.000,0.000
2016,WI,13448,City of New Holstein - (WI),DC,0.021,0.005,0.000,0.000,0.026,3,1,0,0,4,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.020,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.021,0.025,0.000,0.000,0.046,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000
2016,WI,13481,City of New Richmond,DC,.,0.012,0.000,0.000,0.012,.,2,0,0,2,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.012,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,WI,13697,North Central Power Co Inc,AC,0.053,.,.,.,0.053,9,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.000,.,.,.,7.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.053,0.000,0.000,0.000,0.053,9,0,0,0,9,7.000,0.000,0.000,0.000,7.000
2016,WI,13815,Northwestern Wisconsin Elec Co,AC,0.130,0.022,.,.,0.152,21,4,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58.000,0.254,.,.,58.254,0.020,0.040,.,.,0.060,1,2,.,.,3,4.000,19.000,.,.,23.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.150,0.062,0.000,0.000,0.212,22,6,0,0,28,62.000,19.254,0.000,0.000,81.254
2016,WI,13936,Oakdale Electric Coop,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.157,.,.,.,0.157,23,.,.,.,23,103.030,.,.,.,103.030,0.084,0.079,.,.,0.163,4,2,.,.,6,94.156,109.970,.,.,204.126,.,.,1.300,.,1.300,.,.,2,.,2,.,.,.,.,0.000,0.241,0.079,1.300,0.000,1.620,27,2,2,0,31,197.186,109.970,0.000,0.000,307.156
2016,WI,13963,Oconomowoc Utilities,DC,0.008,.,0.000,0.000,0.008,1,.,0,0,1,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.008,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,WI,15034,Pierce-Pepin Coop Services,AC,0.310,.,.,.,0.310,43,.,.,.,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.130,.,.,.,0.130,8,.,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.440,0.000,0.000,0.000,0.440,51,0,0,0,51,0.000,0.000,0.000,0.000,0.000
2016,WI,15159,City of Plymouth - (WI),DC,0.051,0.064,0.000,0.000,0.115,10,4,0,0,14,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.051,0.064,0.000,0.000,0.115,10,4,0,0,14,0.000,0.000,0.000,0.000,0.000
2016,WI,15312,Village of Prairie Du Sac - (WI),DC,0.004,0.004,0.000,0.000,0.008,1,1,0,0,2,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.004,0.004,0.000,0.000,0.008,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,WI,15344,Polk-Burnett Electric Coop,AC,0.304,.,.,.,0.304,46,.,.,.,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16.000,.,.,.,16.000,0.069,.,.,.,0.069,6,.,.,.,6,.,.,.,.,0.000,0.043,.,.,.,0.043,2,.,.,.,2,.,.,.,.,0.000,0.416,0.000,0.000,0.000,0.416,54,0,0,0,54,16.000,0.000,0.000,0.000,16.000
2016,WI,15356,Price Electric Coop Inc,AC,0.078,.,.,.,0.078,15,.,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66.000,.,.,.,66.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.078,0.000,0.000,0.000,0.078,15,0,0,0,15,66.000,0.000,0.000,0.000,66.000
2016,WI,15804,Reedsburg Utility Comm,DC,0.025,0.010,0.000,0.000,0.035,3,2,0,0,5,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.025,0.010,0.000,0.000,0.035,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000
2016,WI,15938,Rice Lake Utilities,DC,.,0.048,.,.,0.048,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.048,0.000,0.000,0.048,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,WI,15978,City of Richland Center - (WI),DC,.,0.021,0.000,0.000,0.021,.,2,0,0,2,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.021,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,WI,16082,City of River Falls,DC,0.090,0.018,0.000,0.000,0.108,16,1,0,0,17,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.090,0.018,0.000,0.000,0.108,16,1,0,0,17,0.000,0.000,0.000,0.000,0.000
2016,WI,16740,Scenic Rivers Energy Coop,AC,0.568,.,0.024,.,0.592,64,.,2,.,66,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.424,.,0.014,.,0.438,0.058,.,.,.,0.058,3,.,.,.,3,0.001,.,.,.,0.001,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.626,0.000,0.024,0.000,0.650,67,0,2,0,69,0.425,0.000,0.014,0.000,0.439
2016,WI,17324,Slinger Utilities,DC,0.005,0.005,0.000,0.000,0.010,1,1,0,0,2,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.005,0.005,0.000,0.000,0.010,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,WI,17868,St Croix Electric Coop,AC,0.175,.,.,.,0.175,21,.,.,.,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.024,.,.,.,0.024,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.199,0.000,0.000,0.000,0.199,24,0,0,0,24,0.000,0.000,0.000,0.000,0.000
2016,WI,18181,City of Stoughton - (WI),DC,0.044,0.010,0.000,0.000,0.054,8,1,0,0,9,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.044,0.010,0.000,0.000,0.054,8,1,0,0,9,0.000,0.000,0.000,0.000,0.000
